200
(
(0.156784 ((0 0 0) (-64.203545 0 0)))
(0.159799 ((0 0 0) (-59.588681 0 0)))
(0.162814 ((0 0 0) (-54.945715 0 0)))
(0.165829 ((0 0 0) (-50.276882 0 0)))
(0.168844 ((0 0 0) (-45.584417 0 0)))
(0.171859 ((0 0 0) (-40.870555 0 0)))
(0.174874 ((0 0 0) (-36.137533 0 0)))
(0.177889 ((0 0 0) (-31.387586 0 0)))
(0.180905 ((0 0 0) (-26.622950 0 0)))
(0.183920 ((0 0 0) (-21.845859 0 0)))
(0.186935 ((0 0 0) (-17.058550 0 0)))
(0.189950 ((0 0 0) (-12.263258 0 0)))
(0.192965 ((0 0 0) (-7.462218 0 0)))
(0.195980 ((0 0 0) (-2.657667 0 0)))
(0.198995 ((0 0 0) (2.148160 0 0)))
(0.202010 ((0 0 0) (6.953028 0 0)))
(0.205025 ((0 0 0) (11.754702 0 0)))
(0.208040 ((0 0 0) (16.550944 0 0)))
(0.211055 ((0 0 0) (21.339521 0 0)))
(0.214070 ((0 0 0) (26.118197 0 0)))
(0.217085 ((0 0 0) (30.884735 0 0)))
(0.220101 ((0 0 0) (35.636900 0 0)))
(0.223116 ((0 0 0) (40.372458 0 0)))
(0.226131 ((0 0 0) (45.089171 0 0)))
(0.229146 ((0 0 0) (49.784806 0 0)))
(0.232161 ((0 0 0) (54.457125 0 0)))
(0.235176 ((0 0 0) (59.103894 0 0)))
(0.238191 ((0 0 0) (63.722877 0 0)))
(0.241206 ((0 0 0) (68.311839 0 0)))
(0.244221 ((0 0 0) (72.868544 0 0)))
(0.247236 ((0 0 0) (77.390755 0 0)))
(0.250251 ((0 0 0) (81.876239 0 0)))
(0.253266 ((0 0 0) (86.322759 0 0)))
(0.256281 ((0 0 0) (90.728080 0 0)))
(0.259296 ((0 0 0) (95.089966 0 0)))
(0.262312 ((0 0 0) (99.406181 0 0)))
(0.265327 ((0 0 0) (103.674491 0 0)))
(0.268342 ((0 0 0) (107.892659 0 0)))
(0.271357 ((0 0 0) (112.058450 0 0)))
(0.274372 ((0 0 0) (116.169629 0 0)))
(0.277387 ((0 0 0) (120.223959 0 0)))
(0.280402 ((0 0 0) (124.219205 0 0)))
(0.283417 ((0 0 0) (128.153133 0 0)))
(0.286432 ((0 0 0) (132.023505 0 0)))
(0.289447 ((0 0 0) (135.828087 0 0)))
(0.292462 ((0 0 0) (139.564644 0 0)))
(0.295477 ((0 0 0) (143.230938 0 0)))
(0.298492 ((0 0 0) (146.824736 0 0)))
(0.301508 ((0 0 0) (150.343801 0 0)))
(0.304523 ((0 0 0) (153.785898 0 0)))
(0.307538 ((0 0 0) (157.148792 0 0)))
(0.310553 ((0 0 0) (160.430246 0 0)))
(0.313568 ((0 0 0) (163.628025 0 0)))
(0.316583 ((0 0 0) (166.739894 0 0)))
(0.319598 ((0 0 0) (169.763617 0 0)))
(0.322613 ((0 0 0) (172.696959 0 0)))
(0.325628 ((0 0 0) (175.537683 0 0)))
(0.328643 ((0 0 0) (178.283555 0 0)))
(0.331658 ((0 0 0) (180.932339 0 0)))
(0.334673 ((0 0 0) (183.481799 0 0)))
(0.337688 ((0 0 0) (185.929700 0 0)))
(0.340704 ((0 0 0) (188.273807 0 0)))
(0.343719 ((0 0 0) (190.511882 0 0)))
(0.346734 ((0 0 0) (192.641692 0 0)))
(0.349749 ((0 0 0) (194.661001 0 0)))
(0.352764 ((0 0 0) (196.567573 0 0)))
(0.355779 ((0 0 0) (198.359172 0 0)))
(0.358794 ((0 0 0) (200.033563 0 0)))
(0.361809 ((0 0 0) (201.588510 0 0)))
(0.364824 ((0 0 0) (203.021778 0 0)))
(0.367839 ((0 0 0) (204.331131 0 0)))
(0.370854 ((0 0 0) (205.514334 0 0)))
(0.373869 ((0 0 0) (206.569152 0 0)))
(0.376884 ((0 0 0) (207.493347 0 0)))
(0.379899 ((0 0 0) (208.284686 0 0)))
(0.382915 ((0 0 0) (208.940933 0 0)))
(0.385930 ((0 0 0) (209.459851 0 0)))
(0.388945 ((0 0 0) (209.839205 0 0)))
(0.391960 ((0 0 0) (210.076761 0 0)))
(0.394975 ((0 0 0) (210.170281 0 0)))
(0.397990 ((0 0 0) (210.117532 0 0)))
(0.401005 ((0 0 0) (209.916319 0 0)))
(0.404020 ((0 0 0) (209.566990 0 0)))
(0.407035 ((0 0 0) (209.073832 0 0)))
(0.410050 ((0 0 0) (208.441470 0 0)))
(0.413065 ((0 0 0) (207.674530 0 0)))
(0.416080 ((0 0 0) (206.777636 0 0)))
(0.419095 ((0 0 0) (205.755414 0 0)))
(0.422111 ((0 0 0) (204.612489 0 0)))
(0.425126 ((0 0 0) (203.353487 0 0)))
(0.428141 ((0 0 0) (201.983033 0 0)))
(0.431156 ((0 0 0) (200.505752 0 0)))
(0.434171 ((0 0 0) (198.926269 0 0)))
(0.437186 ((0 0 0) (197.249210 0 0)))
(0.440201 ((0 0 0) (195.479200 0 0)))
(0.443216 ((0 0 0) (193.620864 0 0)))
(0.446231 ((0 0 0) (191.678828 0 0)))
(0.449246 ((0 0 0) (189.657716 0 0)))
(0.452261 ((0 0 0) (187.562155 0 0)))
(0.455276 ((0 0 0) (185.396769 0 0)))
(0.458291 ((0 0 0) (183.166183 0 0)))
(0.461307 ((0 0 0) (180.875024 0 0)))
(0.464322 ((0 0 0) (178.527915 0 0)))
(0.467337 ((0 0 0) (176.129483 0 0)))
(0.470352 ((0 0 0) (173.684353 0 0)))
(0.473367 ((0 0 0) (171.197150 0 0)))
(0.476382 ((0 0 0) (168.672499 0 0)))
(0.479397 ((0 0 0) (166.115026 0 0)))
(0.482412 ((0 0 0) (163.529356 0 0)))
(0.485427 ((0 0 0) (160.920114 0 0)))
(0.488442 ((0 0 0) (158.291926 0 0)))
(0.491457 ((0 0 0) (155.649416 0 0)))
(0.494472 ((0 0 0) (152.997210 0 0)))
(0.497487 ((0 0 0) (150.339934 0 0)))
(0.500503 ((0 0 0) (147.682212 0 0)))
(0.503518 ((0 0 0) (145.028670 0 0)))
(0.506533 ((0 0 0) (142.383933 0 0)))
(0.509548 ((0 0 0) (139.752627 0 0)))
(0.512563 ((0 0 0) (137.139376 0 0)))
(0.515578 ((0 0 0) (134.548807 0 0)))
(0.518593 ((0 0 0) (131.985543 0 0)))
(0.521608 ((0 0 0) (129.454212 0 0)))
(0.524623 ((0 0 0) (126.959437 0 0)))
(0.527638 ((0 0 0) (124.505844 0 0)))
(0.530653 ((0 0 0) (122.098059 0 0)))
(0.533668 ((0 0 0) (119.740706 0 0)))
(0.536683 ((0 0 0) (117.438412 0 0)))
(0.539698 ((0 0 0) (115.195800 0 0)))
(0.542714 ((0 0 0) (113.017498 0 0)))
(0.545729 ((0 0 0) (110.908129 0 0)))
(0.548744 ((0 0 0) (108.872319 0 0)))
(0.551759 ((0 0 0) (106.914694 0 0)))
(0.554774 ((0 0 0) (105.039878 0 0)))
(0.557789 ((0 0 0) (103.252498 0 0)))
(0.560804 ((0 0 0) (101.557177 0 0)))
(0.563819 ((0 0 0) (99.958542 0 0)))
(0.566834 ((0 0 0) (98.461218 0 0)))
(0.569849 ((0 0 0) (97.069831 0 0)))
(0.572864 ((0 0 0) (95.789004 0 0)))
(0.575879 ((0 0 0) (94.623364 0 0)))
(0.578894 ((0 0 0) (93.577536 0 0)))
(0.581910 ((0 0 0) (92.656146 0 0)))
(0.584925 ((0 0 0) (91.863818 0 0)))
(0.587940 ((0 0 0) (91.205177 0 0)))
(0.590955 ((0 0 0) (90.684850 0 0)))
(0.593970 ((0 0 0) (90.307461 0 0)))
(0.596985 ((0 0 0) (90.077636 0 0)))
(0.600000 ((0 0 0) (90.000000 0 0)))
)
